ID,Start time,Completion time,Email,Name,Last modified time,Select your year group:,Which AI platforms or tools have you used for schoolwork or homework? (Select all that apply),How often do you use AI tools for academic work?,For which subjects do you most commonly use AI tools? (Select all that apply),How do you typically use AI tools for your schoolwork? (Select all that apply),"When you use AI for homework, do you typically:",How do you feel about using AI tools for schoolwork?,How confident are you in your ability to use AI tools effectively and ethically?,Do you currently declare when you've used AI tools in your homework or assignments?,How aware do you think your teachers are of your AI usage?,"How do you feel about teachers using AI in their teaching, e.g. when preparing resources for lessons?",What support would be most helpful from school regarding AI use? (Select up to 3),Have you ever been unsure whether your use of AI was appropriate for a particular assignment or task?,How did you first learn about using AI tools for schoolwork?,Do you primarily use AI tools on:,Are your parents/guardians aware that you use AI tools for schoolwork?,"What has prevented you from using AI tools more, or what concerns do you have? (Select all that apply)","Is there anything else you'd like us to know about your experience with AI tools, or suggestions for how the school could better support students in this area?"
397,6/24/25 10:19:54,6/24/25 10:22:26,anonymous,,,Year 10,I have not used any AI tools for schoolwork;,Rarely," English/Literature;Sciences (Biology, Chemistry, Physics);Humanities;",Improving my writing style and grammar;creating questions based on notes;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,Somewhat confident,Never,Somewhat aware - they have a general idea,Very negative ,Clear guidelines on when AI use is acceptable;Understanding how to cite/acknowledge AI use properly;Learning about AI limitations and potential biases;Subject-specific guidance on appropriate AI use;Discussion sessions about AI ethics;,"No, never","Social media (TikTok, YouTube, etc.)",Both school and personal devices equally,"Yes, they know and are supportive",Concerned about accuracy of AI responses;Prefer to do work without AI assistance;Cost of premium AI services;,no
398,6/24/25 10:39:26,6/24/25 10:43:44,anonymous,,,Year 10,Microsoft Copilot;Language translation tools (e.g. Google Translate);,Weekly,Modern Foreign Languages; English/Literature;,Translating text between languages;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,Sometimes,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"Yes, but only once or twice",Friends or classmates,Both school and personal devices equally,I'm not sure if they know,Concerned about accuracy of AI responses;,no
399,6/24/25 10:31:12,6/24/25 10:48:28,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Rarely,Humanities;,Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,Usually,It varies significantly between teachers,Somewhat positive ,Understanding how to cite/acknowledge AI use properly;Training on how to use AI tools effectively;,"No, never",Family members,Personal devices at home,"Yes, they know and are supportive",Concerned about accuracy of AI responses;,"I think using AI for subjects like Geography when you are researching for place specific detail of events that have occurred is good and useful. Asking AI to cite the websites it uses, allows the user to access them directly and get their own information through AI as simply a gateway. It saves time and therefore is efficient. "
400,6/24/25 10:53:44,6/24/25 10:56:32,anonymous,,,Year 10,Language translation tools (e.g. Google Translate);ChatGPT;,Weekly,Modern Foreign Languages;, Getting help understanding difficult concepts;Helping with research and finding information;,Use AI to check or improve work I've already created,Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Somewhat aware - they have a general idea,Unsure/haven't thought about it much,Learning about AI limitations and potential biases;Understanding how to cite/acknowledge AI use properly;,"No, never",Found them myself through online research,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,-
401,6/24/25 10:52:26,6/24/25 10:59:25,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Several times a week,"Sciences (Biology, Chemistry, Physics);Humanities;", Getting help understanding difficult concepts;Helping with research and finding information;Solving math problems step-by-step;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Not aware at all - they don't know I use AI,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,I haven't really thought about this,Friends or classmates,Personal devices at school,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Concerned about accuracy of AI responses;Privacy concerns about my data;,no 
402,6/24/25 11:54:17,6/24/25 11:56:52,anonymous,,,Year 11,ChatGPT;Language translation tools (e.g. Google Translate);,Weekly, English/Literature;,Checking my work for errors;,Use AI to check or improve work I've already created,Neutral - neither positive nor negative, Very confident,Always,Very aware - they know exactly how and when I use AI,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"No, never",I don’t really use it for homework,Personal devices at home,Not applicable - I don't use AI tools,Nothing prevents me - I use AI as much as I want;,N/A
403,6/24/25 11:54:15,6/24/25 11:58:20,anonymous,,,Year 11,ChatGPT;Language translation tools (e.g. Google Translate);,Weekly,"History, ;",Helping with research and finding information;,Summarise textbook pages or long pdfs which we are given ,Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Not very aware - they might suspect but don't know details,Very negative ,Nothing - I'm comfortable with my current AI use;,"No, never",Friends or classmates,Personal devices at home,"Yes, they know and are supportive",Prefer to do work without AI assistance;,N/ A
404,6/24/25 11:55:04,6/24/25 11:59:36,anonymous,,,Year 11,ChatGPT;Language translation tools (e.g. Google Translate);,Rarely,"Modern Foreign Languages;Creative subjects (Art, Music, Drama);",Helping with research and finding information;Translating text between languages;,use AI to find information easily to help me with my work ,Somewhat positive - useful but with limitations,Somewhat confident,Usually,Not very aware - they might suspect but don't know details,Somewhat positive ,Understanding how to cite/acknowledge AI use properly;Subject-specific guidance on appropriate AI use;,"No, never",Family members,Both school and personal devices equally,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;School policies are unclear;Prefer to do work without AI assistance;,i think that AI is somewhat demonised in an academic sense and i think it could be useful to learn how to use AI ethically to our advantage through things like finding specific research without having to search the internet for a long time but also making sure we know when its ok and not ok to use it 
405,6/24/25 11:57:43,6/24/25 12:01:55,anonymous,,,Year 13,Photomath or similar math solvers;Grammarly (AI writing assistant);,Rarely,Mathematics;,Checking my work for errors;,use when i cant find the mark scheme to mark my work,Somewhat positive - useful but with limitations, Very confident,Never,Very aware - they know exactly how and when I use AI,Unsure/haven't thought about it much,Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;,"No, never",Found them myself through online research,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,nope
406,6/24/25 12:03:26,6/24/25 12:09:34,anonymous,,,Year 11,Language translation tools (e.g. Google Translate);,Monthly,Modern Foreign Languages;, Getting help understanding difficult concepts;Translating text between languages;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,I'm not sure if I'm supposed to,Somewhat aware - they have a general idea,Somewhat positive ,Learning about AI limitations and potential biases;Clear guidelines on when AI use is acceptable;,"No, never",Found them myself through online research,Personal devices at home,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;Privacy concerns about my data;,No
407,6/24/25 12:10:30,6/24/25 12:16:15,anonymous,,,Year 11,ChatGPT;Microsoft Copilot;Quillbot (paraphrasing tool);,Rarely, English/Literature;, Getting help understanding difficult concepts;Generating ideas for essays or projects;,"Use AI only to understand concepts, not create content",Neutral - neither positive nor negative,Not very confident,Usually,Somewhat aware - they have a general idea,Somewhat negative ,Clear guidelines on when AI use is acceptable;Nothing - I'm comfortable with my current AI use;Subject-specific guidance on appropriate AI use;,"Yes, but only once or twice","Social media (TikTok, YouTube, etc.)",Personal devices at home,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Don't have reliable access to AI tools;Concerned about accuracy of AI responses;School policies are unclear;Prefer to do work without AI assistance;Privacy concerns about my data;,No
408,6/24/25 11:58:39,6/24/25 12:18:52,anonymous,,,Year 13,ChatGPT;,Several times a week,Humanities;, Getting help understanding difficult concepts;Checking my work for errors;Helping with research and finding information;,Use AI to check or improve work I've already created,Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Not very aware - they might suspect but don't know details,Somewhat negative ,Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;Learning about AI limitations and potential biases;,"No, never","Social media (TikTok, YouTube, etc.)",Both school and personal devices equally,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;Worried it might be considered cheating;Cost of premium AI services;,"With regards to teacher use of AI - I think it can be a very useful tool when used alongside their current lesson plans. However, in some cases it feels like it is being relied on too heavily, sometimes to the point where it seems like the main or only tool they used. This is often very noticeable due to the format and style of the writing, and I've even seen it used in marking. I know that students feel that this level of reliance on AI is unhelpful (especially when on multiple occasions we've found some AI generated information to be inaccurate) and also that because of it, we aren't getting the best out of our lessons. I think AI should integrated into lessons to help enhance them, rather than forming the entire lesson. "
